Gender,Age,Price,Date
Female,32,61155,2024-10-15
Male,30,40389,2024-03-13
Female,29,53211,2024-06-24
Female,69,32715,2024-07-21
Female,38,70771,2024-07-07
Male,22,9357,2024-06-17
Female,37,71981,2024-08-12
Female,38,53846,2024-02-02
Female,24,11121,2024-07-04
Female,25,13184,2024-06-16
Female,18,6180,2024-10-13
Female,21,8562,2024-03-05
Female,63,26725,2024-01-17
Female,37,29260,2024-02-14
Male,40,44210,2024-11-04
Male,57,31561,2024-06-21
Male,35,67499,2024-01-24
Male,33,70521,2024-07-10
Female,23,13324,2024-04-17
Male,18,13121,2024-06-24
Male,58,34606,2024-07-20
Male,41,72850,2024-09-05
Male,65,32793,2024-05-17
Male,28,69730,2024-06-23
Female,43,41301,2024-07-25
Male,72,38210,2024-10-03
Male,38,84388,2024-08-29
Female,19,4879,2024-10-28
Female,18,6615,2024-04-16
Female,32,59591,2024-05-31
Male,24,14672,2024-07-06
Female,29,70411,2024-07-16
Male,19,9933,2024-08-20
Male,22,7187,2024-06-27
Male,32,44976,2024-03-11
Male,32,54335,2024-02-10
Male,21,7218,2024-08-18
Female,40,38033,2024-07-21
Male,41,65253,2024-08-10
Male,45,66226,2024-07-28
Male,37,40872,2024-07-11
Female,34,50409,2024-06-02
Male,35,38478,2024-06-25
Female,42,63303,2024-12-17
Female,22,11549,2024-06-05
Male,35,53137,2024-06-01
Male,36,56574,2024-10-21
Female,34,36861,2024-08-20
Female,30,61840,2024-08-03
Male,37,42366,2024-03-21
Female,18,6245,2024-08-01
Female,21,9104,2024-07-25
Male,18,8400,2024-06-11
Male,57,32923,2024-01-07
Female,25,7612,2024-08-08
Male,50,39836,2024-02-18
Male,53,34463,2024-06-23
Female,41,47946,2024-03-15
Female,44,55915,2024-06-06
Male,54,27017,2024-06-18
Female,67,26998,2024-07-06
Male,24,14272,2024-04-02
Male,19,14384,2024-09-10
Female,19,7355,2024-01-05
Female,45,70712,2024-07-16
Female,70,21618,2024-11-27
Female,35,59871,2024-07-27
Female,27,41023,2024-07-14
Male,28,77072,2024-05-23
